일시,광진구,동대문구,성동구,중랑구
20220101,2.461526342422278,2.3627026792978665,2.1697384241215247,1.5498896017575634
20220102,2.461526342422278,2.3627026792978665,2.1697384241215247,1.5498896017575634
20220103,2.461526342422278,2.3627026792978665,2.1697384241215247,1.5498896017575634
20220104,2.461526342422278,2.3627026792978665,2.1697384241215247,1.5498896017575634
20220105,1.826320634920635,1.7896666666666667,1.5874888888888887,1.2283460317460317
20220106,1.826320634920635,1.7896666666666667,1.5874888888888887,1.2283460317460317
20220107,1.826320634920635,1.7896666666666667,1.5874888888888887,1.2283460317460317
20220108,1.826320634920635,1.7896666666666667,1.5874888888888887,1.2283460317460317
20220109,1.826320634920635,1.7896666666666667,1.5874888888888887,1.2283460317460317
20220110,3.1105017879345818,2.9169855506273885,2.7275155794427217,1.9255117927545244
20220111,3.1105017879345818,2.9169855506273885,2.7275155794427217,1.9255117927545244
20220112,3.1105017879345818,2.9169855506273885,2.7275155794427217,1.9255117927545244
20220113,3.1105017879345818,2.9169855506273885,2.7275155794427217,1.9255117927545244
20220114,3.1105017879345818,2.9169855506273885,2.7275155794427217,1.9255117927545244
20220115,3.7753585729641554,3.52236692779052,3.342519492361976,2.2878025750235658
20220116,3.7753585729641554,3.52236692779052,3.342519492361976,2.2878025750235658
20220117,3.6701371970754435,3.404762334032764,3.2094665259187396,2.2574703115345827
20220118,3.6701371970754435,3.404762334032764,3.2094665259187396,2.2574703115345827
20220119,3.6701371970754435,3.404762334032764,3.2094665259187396,2.2574703115345827
20220120,3.6701371970754435,3.404762334032764,3.2094665259187396,2.2574703115345827
20220121,3.6701371970754435,3.404762334032764,3.2094665259187396,2.2574703115345827
20220122,3.9290934403140265,3.6343225220196764,3.4928871971269415,2.3896021598831734
20220123,3.9290934403140265,3.6343225220196764,3.4928871971269415,2.3896021598831734
20220124,3.981197710458886,3.656014976409388,3.469701577467098,2.43926078948564
20220125,3.981197710458886,3.656014976409388,3.469701577467098,2.43926078948564
20220126,3.981197710458886,3.656014976409388,3.469701577467098,2.43926078948564
20220127,3.981197710458886,3.656014976409388,3.469701577467098,2.43926078948564
20220128,3.981197710458886,3.656014976409388,3.469701577467098,2.43926078948564
20220129,4.137211210996634,3.7848725843768083,3.672618275025525,2.4960601038107972
20220130,4.137211210996634,3.7848725843768083,3.672618275025525,2.4960601038107972
20220131,4.100422753082897,3.721182551725235,3.609646736515931,2.533615844157388
