일시,광진구,동대문구,성동구,중랑구
20220101,2.1927409502344695,2.079262610490618,1.944478836776029,1.3564281729388217
20220102,2.1927409502344695,2.079262610490618,1.944478836776029,1.3564281729388217
20220103,2.1927409502344695,2.079262610490618,1.944478836776029,1.3564281729388217
20220104,2.1927409502344695,2.079262610490618,1.944478836776029,1.3564281729388217
20220105,1.6188190476190476,1.5719714285714286,1.4189523809523807,1.0713809523809523
20220106,1.6188190476190476,1.5719714285714286,1.4189523809523807,1.0713809523809523
20220107,1.6188190476190476,1.5719714285714286,1.4189523809523807,1.0713809523809523
20220108,1.6188190476190476,1.5719714285714286,1.4189523809523807,1.0713809523809523
20220109,1.6188190476190476,1.5719714285714286,1.4189523809523807,1.0713809523809523
20220110,2.779104104784917,2.5699522123940186,2.4479170257961833,1.6894158968721626
20220111,2.779104104784917,2.5699522123940186,2.4479170257961833,1.6894158968721626
20220112,2.779104104784917,2.5699522123940186,2.4479170257961833,1.6894158968721626
20220113,2.779104104784917,2.5699522123940186,2.4479170257961833,1.6894158968721626
20220114,2.779104104784917,2.5699522123940186,2.4479170257961833,1.6894158968721626
20220115,3.3798163882619323,3.1058777520871077,3.003006909285738,2.0105853748244753
20220116,3.3798163882619323,3.1058777520871077,3.003006909285738,2.0105853748244753
20220117,3.2847466312797726,3.0017660173070206,2.882916038171862,1.9836959321263872
20220118,3.2847466312797726,3.0017660173070206,2.882916038171862,1.9836959321263872
20220119,3.2847466312797726,3.0017660173070206,2.882916038171862,1.9836959321263872
20220120,3.2847466312797726,3.0017660173070206,2.882916038171862,1.9836959321263872
20220121,3.2847466312797726,3.0017660173070206,2.882916038171862,1.9836959321263872
20220122,3.518719119339076,3.2049886010862716,3.138725707109932,2.1008303413686216
20220123,3.518719119339076,3.2049886010862716,3.138725707109932,2.1008303413686216
20220124,3.5657964385488503,3.224192264701681,3.1177988436457227,2.14485253824971
20220125,3.5657964385488503,3.224192264701681,3.1177988436457227,2.14485253824971
20220126,3.5657964385488503,3.224192264701681,3.1177988436457227,2.14485253824971
20220127,3.5657964385488503,3.224192264701681,3.1177988436457227,2.14485253824971
20220128,3.5657964385488503,3.224192264701681,3.1177988436457227,2.14485253824971
20220129,3.7067579633035455,3.3382659473397434,3.3009472816306706,2.195204926504273
20220130,3.7067579633035455,3.3382659473397434,3.3009472816306706,2.195204926504273
20220131,3.6735188070573237,3.2818831175906427,3.2441104660589986,2.2284979555062363
20220201,3.6735188070573237,3.2818831175906427,3.2441104660589986,2.2284979555062363
20220202,3.6735188070573237,3.2818831175906427,3.2441104660589986,2.2284979555062363
20220203,3.6735188070573237,3.2818831175906427,3.2441104660589986,2.2284979555062363
20220204,3.6735188070573237,3.2818831175906427,3.2441104660589986,2.2284979555062363
20220205,3.699335646528833,3.3285230916110415,3.294171115824045,2.210763480554941
20220206,3.699335646528833,3.3285230916110415,3.294171115824045,2.210763480554941
20220207,3.7829678617858087,3.3316127721330338,3.359383832253796,2.278913978268575
20220208,3.7829678617858087,3.3316127721330338,3.359383832253796,2.278913978268575
20220209,3.7829678617858087,3.3316127721330338,3.359383832253796,2.278913978268575
20220210,3.7829678617858087,3.3316127721330338,3.359383832253796,2.278913978268575
20220211,3.7829678617858087,3.3316127721330338,3.359383832253796,2.278913978268575
20220212,4.051394207923978,3.586644460823357,3.654930202183191,2.3974763462572026
20220213,4.051394207923978,3.586644460823357,3.654930202183191,2.3974763462572026
20220214,4.286064523005959,3.7151440012765793,3.864078930590927,2.523504811548716
20220215,4.286064523005959,3.7151440012765793,3.864078930590927,2.523504811548716
20220216,4.286064523005959,3.7151440012765793,3.864078930590927,2.523504811548716
20220217,4.286064523005959,3.7151440012765793,3.864078930590927,2.523504811548716
20220218,4.286064523005959,3.7151440012765793,3.864078930590927,2.523504811548716
20220219,4.631669575017105,4.047309222876255,4.251412164043423,2.6968359963048245
20220220,4.631669575017105,4.047309222876255,4.251412164043423,2.6968359963048245
20220221,4.8273354920206,4.171278364015311,4.422902018689539,2.8196741659825673
20220222,4.8273354920206,4.171278364015311,4.422902018689539,2.8196741659825673
20220223,4.8273354920206,4.171278364015311,4.422902018689539,2.8196741659825673
20220224,4.8273354920206,4.171278364015311,4.422902018689539,2.8196741659825673
20220225,4.8273354920206,4.171278364015311,4.422902018689539,2.8196741659825673
20220226,5.303622212913213,4.619812253990942,4.908130712649758,3.061997686148846
20220227,5.303622212913213,4.619812253990942,4.908130712649758,3.061997686148846
20220228,6.015270172045346,5.014096286648255,5.498770918422505,3.393329760204419
20220301,6.015270172045346,5.014096286648255,5.498770918422505,3.393329760204419
20220302,6.015270172045346,5.014096286648255,5.498770918422505,3.393329760204419
20220303,6.015270172045346,5.014096286648255,5.498770918422505,3.393329760204419
20220304,6.015270172045346,5.014096286648255,5.498770918422505,3.393329760204419
20220305,6.555092332350538,5.48564152020035,5.953984146512336,3.640835858267403
20220306,6.555092332350538,5.48564152020035,5.953984146512336,3.640835858267403
20220307,6.810053757496601,5.620487381310959,6.1571034113073,3.788556128018134
20220308,6.810053757496601,5.620487381310959,6.1571034113073,3.788556128018134
20220309,6.810053757496601,5.620487381310959,6.1571034113073,3.788556128018134
20220310,6.810053757496601,5.620487381310959,6.1571034113073,3.788556128018134
20220311,6.810053757496601,5.620487381310959,6.1571034113073,3.788556128018134
20220312,7.214153493108164,5.99845651957655,6.497341102286564,3.9940085430749286
20220313,7.214153493108164,5.99845651957655,6.497341102286564,3.9940085430749286
20220314,7.520095680001134,6.0229711138905255,6.646099301204551,4.062460773736651
20220315,7.520095680001134,6.0229711138905255,6.646099301204551,4.062460773736651
20220316,7.520095680001134,6.0229711138905255,6.646099301204551,4.062460773736651
20220317,7.520095680001134,6.0229711138905255,6.646099301204551,4.062460773736651
20220318,7.520095680001134,6.0229711138905255,6.646099301204551,4.062460773736651
20220319,8.39701409957189,6.740428148071376,7.411978531477169,4.496827093776723
20220320,8.39701409957189,6.740428148071376,7.411978531477169,4.496827093776723
20220321,8.704371976182404,6.801775551301557,7.6615978800720494,4.6086685898702555
20220322,8.704371976182404,6.801775551301557,7.6615978800720494,4.6086685898702555
20220323,8.704371976182404,6.801775551301557,7.6615978800720494,4.6086685898702555
20220324,8.704371976182404,6.801775551301557,7.6615978800720494,4.6086685898702555
20220325,8.704371976182404,6.801775551301557,7.6615978800720494,4.6086685898702555
20220326,9.141535681165486,7.284151007706427,8.080763693221643,4.9005246793963
20220327,9.141535681165486,7.284151007706427,8.080763693221643,4.9005246793963
20220328,9.5311448386948,7.448690333584937,8.495738630404684,5.134533592058817
20220329,9.5311448386948,7.448690333584937,8.495738630404684,5.134533592058817
20220330,9.5311448386948,7.448690333584937,8.495738630404684,5.134533592058817
20220331,9.5311448386948,7.448690333584937,8.495738630404684,5.134533592058817
20220401,9.5311448386948,7.448690333584937,8.495738630404684,5.134533592058817
20220402,10.151939183522295,8.020172217038631,9.05723146849273,5.476402446139072
20220403,10.151939183522295,8.020172217038631,9.05723146849273,5.476402446139072
20220404,10.401980741773528,8.079501774399704,9.242765001954748,5.623836265336228
20220405,10.401980741773528,8.079501774399704,9.242765001954748,5.623836265336228
20220406,10.401980741773528,8.079501774399704,9.242765001954748,5.623836265336228
20220407,10.401980741773528,8.079501774399704,9.242765001954748,5.623836265336228
20220408,10.401980741773528,8.079501774399704,9.242765001954748,5.623836265336228
20220409,11.208106928824805,8.920401931030826,9.993775736499565,6.163471925726539
20220410,11.208106928824805,8.920401931030826,9.993775736499565,6.163471925726539
20220411,11.464639879388352,8.958521925478326,10.20599630722981,6.336055101166534
20220412,11.464639879388352,8.958521925478326,10.20599630722981,6.336055101166534
20220413,11.464639879388352,8.958521925478326,10.20599630722981,6.336055101166534
20220414,11.464639879388352,8.958521925478326,10.20599630722981,6.336055101166534
20220415,11.464639879388352,8.958521925478326,10.20599630722981,6.336055101166534
20220416,11.791564351739122,9.424295995658495,10.449643208321024,6.60493763559932
20220417,11.791564351739122,9.424295995658495,10.449643208321024,6.60493763559932
20220418,12.039791240574791,9.446364918754707,10.676598062251578,6.748485720904693
20220419,12.039791240574791,9.446364918754707,10.676598062251578,6.748485720904693
20220420,12.039791240574791,9.446364918754707,10.676598062251578,6.748485720904693
20220421,12.039791240574791,9.446364918754707,10.676598062251578,6.748485720904693
20220422,12.039791240574791,9.446364918754707,10.676598062251578,6.748485720904693
20220423,12.504994140817484,9.940168243753131,10.977442289906932,6.9872096560487735
20220424,12.504994140817484,9.940168243753131,10.977442289906932,6.9872096560487735
20220425,13.231760786977862,10.135543934195955,11.470153118860251,7.286393104114925
20220426,13.231760786977862,10.135543934195955,11.470153118860251,7.286393104114925
20220427,13.231760786977862,10.135543934195955,11.470153118860251,7.286393104114925
20220428,13.231760786977862,10.135543934195955,11.470153118860251,7.286393104114925
20220429,13.231760786977862,10.135543934195955,11.470153118860251,7.286393104114925
20220430,14.088927545293398,10.955499789706202,12.203059827648122,7.827976094925866
20220501,14.088927545293398,10.955499789706202,12.203059827648122,7.827976094925866
20220502,13.611396482083999,10.362198898663582,11.75313134983092,7.554544994890486
20220503,13.611396482083999,10.362198898663582,11.75313134983092,7.554544994890486
20220504,13.611396482083999,10.362198898663582,11.75313134983092,7.554544994890486
20220505,13.611396482083999,10.362198898663582,11.75313134983092,7.554544994890486
20220506,13.611396482083999,10.362198898663582,11.75313134983092,7.554544994890486
