일시,광진구,동대문구,성동구,중랑구
20220101,1.6551701658588518,1.5123824728761215,1.493959662085037,0.9695053153013379
20220102,1.6551701658588518,1.5123824728761215,1.493959662085037,0.9695053153013379
20220103,1.6551701658588518,1.5123824728761215,1.493959662085037,0.9695053153013379
20220104,1.6551701658588518,1.5123824728761215,1.493959662085037,0.9695053153013379
20220105,1.203815873015873,1.1365809523809525,1.081879365079365,0.7574507936507936
20220106,1.203815873015873,1.1365809523809525,1.081879365079365,0.7574507936507936
20220107,1.203815873015873,1.1365809523809525,1.081879365079365,0.7574507936507936
20220108,1.203815873015873,1.1365809523809525,1.081879365079365,0.7574507936507936
20220109,1.203815873015873,1.1365809523809525,1.081879365079365,0.7574507936507936
20220110,2.116308738485587,1.8758855359272784,1.8887199185031074,1.2172241051074388
20220111,2.116308738485587,1.8758855359272784,1.8887199185031074,1.2172241051074388
20220112,2.116308738485587,1.8758855359272784,1.8887199185031074,1.2172241051074388
20220113,2.116308738485587,1.8758855359272784,1.8887199185031074,1.2172241051074388
20220114,2.116308738485587,1.8758855359272784,1.8887199185031074,1.2172241051074388
20220115,2.588732018857486,2.272899400680283,2.323981743133262,1.456150974426293
20220116,2.588732018857486,2.272899400680283,2.323981743133262,1.456150974426293
20220117,2.513965499688431,2.1957733838555336,2.2298150626781066,1.4361471733099964
20220118,2.513965499688431,2.1957733838555336,2.2298150626781066,1.4361471733099964
20220119,2.513965499688431,2.1957733838555336,2.2298150626781066,1.4361471733099964
20220120,2.513965499688431,2.1957733838555336,2.2298150626781066,1.4361471733099964
20220121,2.513965499688431,2.1957733838555336,2.2298150626781066,1.4361471733099964
20220122,2.6979704773891746,2.346320759219463,2.4304027270759128,1.523286704339517
20220123,2.6979704773891746,2.346320759219463,2.4304027270759128,1.523286704339517
20220124,2.73499389472878,2.360546841286267,2.413993376002972,1.5560360357778504
20220125,2.73499389472878,2.360546841286267,2.413993376002972,1.5560360357778504
20220126,2.73499389472878,2.360546841286267,2.413993376002972,1.5560360357778504
20220127,2.73499389472878,2.360546841286267,2.413993376002972,1.5560360357778504
20220128,2.73499389472878,2.360546841286267,2.413993376002972,1.5560360357778504
20220129,2.845851467917369,2.4450526732656135,2.557605294840962,1.5934945718912243
20220130,2.845851467917369,2.4450526732656135,2.557605294840962,1.5934945718912243
20220131,2.8197109150061763,2.4032842493214583,2.5130379251451327,1.6182621782039326
20220201,2.8197109150061763,2.4032842493214583,2.5130379251451327,1.6182621782039326
20220202,2.8197109150061763,2.4032842493214583,2.5130379251451327,1.6182621782039326
20220203,2.8197109150061763,2.4032842493214583,2.5130379251451327,1.6182621782039326
20220204,2.8197109150061763,2.4032842493214583,2.5130379251451327,1.6182621782039326
20220205,2.8400142720831623,2.4378351616523437,2.5522919097825874,1.6050690111379273
20220206,2.8400142720831623,2.4378351616523437,2.5522919097825874,1.6050690111379273
20220207,2.905785867842417,2.440123998279892,2.603427062460679,1.6557680537899748
20220208,2.905785867842417,2.440123998279892,2.603427062460679,1.6557680537899748
20220209,2.905785867842417,2.440123998279892,2.603427062460679,1.6557680537899748
20220210,2.905785867842417,2.440123998279892,2.603427062460679,1.6557680537899748
20220211,2.905785867842417,2.440123998279892,2.603427062460679,1.6557680537899748
20220212,3.1168866867683027,2.629051580308198,2.835173408529167,1.7439698828777284
20220213,3.1168866867683027,2.629051580308198,2.835173408529167,1.7439698828777284
20220214,3.3014404625213807,2.7242440938120978,2.999172897357071,1.8377259485199067
20220215,3.3014404625213807,2.7242440938120978,2.999172897357071,1.8377259485199067
20220216,3.3014404625213807,2.7242440938120978,2.999172897357071,1.8377259485199067
20220217,3.3014404625213807,2.7242440938120978,2.999172897357071,1.8377259485199067
20220218,3.3014404625213807,2.7242440938120978,2.999172897357071,1.8377259485199067
20220219,3.573237588824781,2.9703122293955344,3.3028919434917023,1.9666718172031505
20220220,3.573237588824781,2.9703122293955344,3.3028919434917023,1.9666718172031505
20220221,3.7271168034010618,3.0621486211859175,3.437362034298596,2.058054533584186
20220222,3.7271168034010618,3.0621486211859175,3.437362034298596,2.058054533584186
20220223,3.7271168034010618,3.0621486211859175,3.437362034298596,2.058054533584186
20220224,3.7271168034010618,3.0621486211859175,3.437362034298596,2.058054533584186
